ts,funding
2021-01-01 00:00:00.002,0.0001
2021-01-01 08:00:00.006,0.00016416
2021-01-01 16:00:00.003,0.0001
2021-01-02 00:00:00.000,0.0001
2021-01-02 08:00:00.000,0.0001
2021-01-02 16:00:00.006,0.0001
2021-01-03 00:00:00.018,0.00087042
2021-01-03 08:00:00.000,0.00103067
2021-01-03 16:00:00.002,0.00188644
2021-01-04 00:00:00.000,0.00322948
2021-01-04 08:00:00.000,0.00321973
2021-01-04 16:00:00.000,0.00056528
2021-01-05 00:00:00.020,0.00077706
2021-01-05 08:00:00.003,0.00028829
2021-01-05 16:00:00.003,0.0001
2021-01-06 00:00:00.010,0.00067707
2021-01-06 08:00:00.003,0.00121851
2021-01-06 16:00:00.000,0.00240729
2021-01-07 00:00:00.007,0.00099758
2021-01-07 08:00:00.000,0.00133816
2021-01-07 16:00:00.004,0.00257035
2021-01-08 00:00:00.000,0.00068052
2021-01-08 08:00:00.000,0.00064003
2021-01-08 16:00:00.000,0.00162227
2021-01-09 00:00:00.009,0.00111875
2021-01-09 08:00:00.004,0.00096612
2021-01-09 16:00:00.000,0.00157111
2021-01-10 00:00:00.000,0.00292299
2021-01-10 08:00:00.005,0.00269274
2021-01-10 16:00:00.000,0.00067459
2021-01-11 00:00:00.000,0.00117488
2021-01-11 08:00:00.012,0.0001
2021-01-11 16:00:00.000,0.0001
2021-01-12 00:00:00.000,0.00025562
2021-01-12 08:00:00.000,0.00090777
2021-01-12 16:00:00.008,0.00051877
2021-01-13 00:00:00.001,0.0005196
2021-01-13 08:00:00.000,0.0009286
2021-01-13 16:00:00.003,0.00097098
2021-01-14 00:00:00.000,0.00096376
2021-01-14 08:00:00.012,0.0001
2021-01-14 16:00:00.000,0.00108258
2021-01-15 00:00:00.002,0.00055778
2021-01-15 08:00:00.000,0.00099903
2021-01-15 16:00:00.004,0.0008171
2021-01-16 00:00:00.000,0.00031084
2021-01-16 08:00:00.008,0.00081748
2021-01-16 16:00:00.000,0.00148144
2021-01-17 00:00:00.009,0.00093822
2021-01-17 08:00:00.000,0.00071105
2021-01-17 16:00:00.001,0.00046551
2021-01-18 00:00:00.000,0.00063328
2021-01-18 08:00:00.004,0.00065968
2021-01-18 16:00:00.000,0.00145167
2021-01-19 00:00:00.000,0.00095247
2021-01-19 08:00:00.005,0.00235113
2021-01-19 16:00:00.012,0.00144985
2021-01-20 00:00:00.012,0.0009398
2021-01-20 08:00:00.001,0.00067072
2021-01-20 16:00:00.001,0.0004858
