ts,funding
2021-01-01 00:00:00.002,0.0001
2021-01-01 08:00:00.006,0.00055514
2021-01-01 16:00:00.003,0.00129624
2021-01-02 00:00:00.000,0.00084984
2021-01-02 08:00:00.000,0.00092439
2021-01-02 16:00:00.006,0.00077587
2021-01-03 00:00:00.018,0.00079653
2021-01-03 08:00:00.000,0.00122468
2021-01-03 16:00:00.002,0.00148904
2021-01-04 00:00:00.000,0.00241123
2021-01-04 08:00:00.000,0.00379921
2021-01-04 16:00:00.000,0.00061146
2021-01-05 00:00:00.020,0.00024563
2021-01-05 08:00:00.003,0.00014875
2021-01-05 16:00:00.003,0.00027526
2021-01-06 00:00:00.010,0.00105056
2021-01-06 08:00:00.003,0.00153377
2021-01-06 16:00:00.000,0.00243785
2021-01-07 00:00:00.007,0.00080525
2021-01-07 08:00:00.000,0.0009224
2021-01-07 16:00:00.004,0.00138697
2021-01-08 00:00:00.000,0.00140284
2021-01-08 08:00:00.000,0.00065024
2021-01-08 16:00:00.000,0.00127334
2021-01-09 00:00:00.009,0.00037282
2021-01-09 08:00:00.004,0.00069723
2021-01-09 16:00:00.000,0.00133035
2021-01-10 00:00:00.000,0.0019423
2021-01-10 08:00:00.005,0.00230326
2021-01-10 16:00:00.000,0.00060201
2021-01-11 00:00:00.000,0.0005686
2021-01-11 08:00:00.012,0.0001
2021-01-11 16:00:00.000,9.787e-05
2021-01-12 00:00:00.000,1.378e-05
2021-01-12 08:00:00.000,0.0001
2021-01-12 16:00:00.008,0.0001
2021-01-13 00:00:00.001,0.0001
2021-01-13 08:00:00.000,0.0001
2021-01-13 16:00:00.003,0.0001
2021-01-14 00:00:00.000,0.00026647
2021-01-14 08:00:00.012,0.00080724
2021-01-14 16:00:00.000,0.00058548
2021-01-15 00:00:00.002,0.00041799
2021-01-15 08:00:00.000,0.0001
2021-01-15 16:00:00.004,0.0009926
2021-01-16 00:00:00.000,0.0001
2021-01-16 08:00:00.008,0.0003421
2021-01-16 16:00:00.000,0.00029398
2021-01-17 00:00:00.009,0.0001
2021-01-17 08:00:00.000,0.0001
2021-01-17 16:00:00.001,0.0001
2021-01-18 00:00:00.000,0.00012556
2021-01-18 08:00:00.004,0.00039191
2021-01-18 16:00:00.000,0.00106602
2021-01-19 00:00:00.000,0.00104139
2021-01-19 08:00:00.005,0.0010705
2021-01-19 16:00:00.012,0.00181095
2021-01-20 00:00:00.012,0.00016182
