ts,funding
2021-01-01 00:00:00.002,0.0005917
2021-01-01 08:00:00.006,0.00056828
2021-01-01 16:00:00.003,0.00087348
2021-01-02 00:00:00.000,0.00011634
2021-01-02 08:00:00.000,0.00033705
2021-01-02 16:00:00.006,0.00067125
2021-01-03 00:00:00.018,0.00062325
2021-01-03 08:00:00.000,0.00137736
2021-01-03 16:00:00.002,0.00189349
2021-01-04 00:00:00.000,0.00287483
2021-01-04 08:00:00.000,0.00343153
2021-01-04 16:00:00.000,0.00112134
2021-01-05 00:00:00.020,0.00089558
2021-01-05 08:00:00.003,0.00039534
2021-01-05 16:00:00.003,0.00088404
2021-01-06 00:00:00.010,0.00124305
2021-01-06 08:00:00.003,0.00257128
2021-01-06 16:00:00.000,0.00282457
2021-01-07 00:00:00.007,0.00138368
2021-01-07 08:00:00.000,0.00157182
2021-01-07 16:00:00.004,0.00183982
2021-01-08 00:00:00.000,0.00136268
2021-01-08 08:00:00.000,0.00021238
2021-01-08 16:00:00.000,0.00065217
2021-01-09 00:00:00.009,0.00030532
2021-01-09 08:00:00.004,0.00011567
2021-01-09 16:00:00.000,0.00023037
2021-01-10 00:00:00.000,0.00139198
2021-01-10 08:00:00.005,0.0009064
2021-01-10 16:00:00.000,3.78e-05
2021-01-11 00:00:00.000,0.0
2021-01-11 08:00:00.012,0.0
2021-01-11 16:00:00.000,0.0
2021-01-12 00:00:00.000,0.0
2021-01-12 08:00:00.000,0.0
2021-01-12 16:00:00.008,0.0
2021-01-13 00:00:00.001,0.0
2021-01-13 08:00:00.000,0.00015524
2021-01-13 16:00:00.003,0.00043853
2021-01-14 00:00:00.000,0.00027043
2021-01-14 08:00:00.012,0.00084769
2021-01-14 16:00:00.000,0.00092805
2021-01-15 00:00:00.002,0.00054411
2021-01-15 08:00:00.000,0.0007094
2021-01-15 16:00:00.004,0.00078102
2021-01-16 00:00:00.000,0.00030613
2021-01-16 08:00:00.008,0.00063134
2021-01-16 16:00:00.000,0.00117698
2021-01-17 00:00:00.009,0.00117036
2021-01-17 08:00:00.000,0.00073946
2021-01-17 16:00:00.001,0.00083505
2021-01-18 00:00:00.000,0.00037017
2021-01-18 08:00:00.004,0.00127435
2021-01-18 16:00:00.000,0.00172842
2021-01-19 00:00:00.000,0.00126416
2021-01-19 08:00:00.005,0.00227175
2021-01-19 16:00:00.012,0.00118764
2021-01-20 00:00:00.012,0.0
2021-01-20 08:00:00.001,0.0
2021-01-20 16:00:00.001,0.0
2021-01-21 00:00:00.000,0.00022178
2021-01-21 08:00:00.000,0.00020751
2021-01-21 16:00:00.004,1.846e-05
2021-01-22 00:00:00.012,0.00030046
2021-01-22 08:00:00.003,0.0
2021-01-22 16:00:00.001,0.0
2021-01-23 00:00:00.000,0.0
2021-01-23 08:00:00.002,-0.00015448
2021-01-23 16:00:00.000,0.0
2021-01-24 00:00:00.001,0.00029714
2021-01-24 08:00:00.011,0.00012677
2021-01-24 16:00:00.005,0.00069247
2021-01-25 00:00:00.007,0.00039638
2021-01-25 08:00:00.012,0.00079754
2021-01-25 16:00:00.000,0.00056007
2021-01-26 00:00:00.007,0.00061107
2021-01-26 08:00:00.000,0.00014018
2021-01-26 16:00:00.000,0.00026739
2021-01-27 00:00:00.000,0.00010778
2021-01-27 08:00:00.011,0.0
2021-01-27 16:00:00.003,0.00038909
2021-01-28 00:00:00.000,6.272e-05
2021-01-28 08:00:00.000,0.00025273
2021-01-28 16:00:00.000,0.0
2021-01-29 00:00:00.009,-0.00071147
2021-01-29 08:00:00.000,0.0
2021-01-29 16:00:00.000,0.00150672
2021-01-30 00:00:00.000,0.0
2021-01-30 08:00:00.000,0.0
2021-01-30 16:00:00.000,-0.00038647
2021-01-31 00:00:00.009,0.0
2021-01-31 08:00:00.000,-0.00021993
2021-01-31 16:00:00.000,-9.557e-05
2021-02-01 00:00:00.001,0.0
2021-02-01 08:00:00.014,0.0
2021-02-01 16:00:00.000,-0.00210508
2021-02-02 00:00:00.000,0.0
2021-02-02 08:00:00.006,0.00028841
2021-02-02 16:00:00.000,-0.00140269
2021-02-03 00:00:00.009,-0.00137817
2021-02-03 08:00:00.006,0.0
2021-02-03 16:00:00.006,-3.41e-06
2021-02-04 00:00:00.005,-0.00018986
2021-02-04 08:00:00.000,0.0
2021-02-04 16:00:00.011,-0.00028705
2021-02-05 00:00:00.009,-7.679e-05
2021-02-05 08:00:00.004,0.00018485
2021-02-05 16:00:00.000,0.00028044
2021-02-06 00:00:00.008,-0.00057475
2021-02-06 08:00:00.009,0.0
2021-02-06 16:00:00.000,0.00071564
2021-02-07 00:00:00.000,-0.0002485
2021-02-07 08:00:00.005,-0.000665
2021-02-07 16:00:00.001,-0.00015453
2021-02-08 00:00:00.000,-0.00033902
2021-02-08 08:00:00.001,-0.00177124
2021-02-08 16:00:00.000,0.00319303
2021-02-09 00:00:00.010,0.0007417
2021-02-09 08:00:00.006,0.00326459
2021-02-09 16:00:00.007,0.00147289
2021-02-10 00:00:00.009,0.00336062
2021-02-10 08:00:00.014,0.00259611
2021-02-10 16:00:00.005,0.00269911
2021-02-11 00:00:00.000,0.00131536
2021-02-11 08:00:00.000,0.00142378
2021-02-11 16:00:00.000,0.0030064
2021-02-12 00:00:00.000,0.00255821
2021-02-12 08:00:00.000,0.00221925
2021-02-12 16:00:00.000,0.00253196
2021-02-13 00:00:00.001,0.00205233
2021-02-13 08:00:00.003,0.00226669
2021-02-13 16:00:00.000,0.0003426
2021-02-14 00:00:00.013,0.0023488
2021-02-14 08:00:00.000,0.00291102
2021-02-14 16:00:00.008,0.00171654
2021-02-15 00:00:00.000,0.00210067
2021-02-15 08:00:00.006,0.0
2021-02-15 16:00:00.000,0.0
2021-02-16 00:00:00.001,1.485e-05
2021-02-16 08:00:00.000,0.00075155
2021-02-16 16:00:00.010,0.00098132
2021-02-17 00:00:00.005,0.0004757
2021-02-17 08:00:00.010,0.00050673
2021-02-17 16:00:00.008,0.00173046
2021-02-18 00:00:00.012,0.00190499
2021-02-18 08:00:00.000,0.00167118
2021-02-18 16:00:00.009,0.00144754
2021-02-19 00:00:00.010,0.00090562
2021-02-19 08:00:00.002,0.00201514
2021-02-19 16:00:00.008,0.00397817
2021-02-20 00:00:00.000,0.002824
2021-02-20 08:00:00.009,0.00240137
2021-02-20 16:00:00.000,0.00441898
2021-02-21 00:00:00.007,0.00201279
2021-02-21 08:00:00.012,0.0006923
2021-02-21 16:00:00.001,0.00043311
2021-02-22 00:00:00.006,0.00076508
2021-02-22 08:00:00.002,0.00121046
2021-02-22 16:00:00.000,0.0
2021-02-23 00:00:00.000,0.00029882
2021-02-23 08:00:00.006,0.0
2021-02-23 16:00:00.000,-0.00044901
2021-02-24 00:00:00.012,-0.00014344
2021-02-24 08:00:00.016,-0.00089659
2021-02-24 16:00:00.011,0.0
2021-02-25 00:00:00.007,0.0
2021-02-25 08:00:00.000,0.00028644
2021-02-25 16:00:00.010,0.00013543
2021-02-26 00:00:00.000,0.0
2021-02-26 08:00:00.025,-0.00059456
