ts,num_trades,taker_buy_ratio
2021-01-01 00:00:00,39450,0.44550060440328687
2021-01-01 04:00:00,27860,0.43003808212580136
2021-01-01 08:00:00,22646,0.4988804924825431
2021-01-01 12:00:00,28189,0.4580572287636386
2021-01-01 16:00:00,36754,0.41841603650978065
2021-01-01 20:00:00,15387,0.48931625681949314
2021-01-02 00:00:00,25667,0.43035886948155455
2021-01-02 04:00:00,17931,0.43575554026836094
2021-01-02 08:00:00,28985,0.4327072974645324
2021-01-02 12:00:00,48422,0.47839120993184475
2021-01-02 16:00:00,38694,0.46417915205629373
2021-01-02 20:00:00,35013,0.4114099822990492
2021-01-03 00:00:00,22083,0.5072173809311704
2021-01-03 04:00:00,14297,0.41429287946056426
2021-01-03 08:00:00,25712,0.5028929121543089
2021-01-03 12:00:00,38295,0.4505159141589341
2021-01-03 16:00:00,30278,0.4419194429033316
2021-01-03 20:00:00,30416,0.4635966632641359
2021-01-04 00:00:00,40494,0.49599950996271114
2021-01-04 04:00:00,52236,0.4472028741816755
2021-01-04 08:00:00,77071,0.4494770348473124
2021-01-04 12:00:00,27095,0.4611160896295999
2021-01-04 16:00:00,21058,0.46815984710780906
2021-01-04 20:00:00,23068,0.5280779359161982
2021-01-05 00:00:00,37268,0.4472607437436257
2021-01-05 04:00:00,24744,0.4893852923800431
2021-01-05 08:00:00,31022,0.4874869780961854
2021-01-05 12:00:00,30054,0.4131700361638911
2021-01-05 16:00:00,44237,0.4398522071530571
2021-01-05 20:00:00,24360,0.4760328111953042
2021-01-06 00:00:00,27989,0.3955550491480219
2021-01-06 04:00:00,24930,0.46574158556597917
2021-01-06 08:00:00,32886,0.46896963454610846
2021-01-06 12:00:00,71453,0.46106874653246915
2021-01-06 16:00:00,42940,0.45349338530799954
2021-01-06 20:00:00,39457,0.4541809060656299
2021-01-07 00:00:00,24758,0.4060482931325099
2021-01-07 04:00:00,25864,0.42581420060714187
2021-01-07 08:00:00,34791,0.4582717207581924
2021-01-07 12:00:00,38030,0.4316702419964553
2021-01-07 16:00:00,60633,0.4141952050002862
2021-01-07 20:00:00,24862,0.4463968076289128
2021-01-08 00:00:00,42937,0.4539595281973277
2021-01-08 04:00:00,22871,0.45746445932555563
2021-01-08 08:00:00,19473,0.4311163955786683
2021-01-08 12:00:00,28679,0.43874052613213943
2021-01-08 16:00:00,29071,0.4596052605132545
2021-01-08 20:00:00,29440,0.45955057909105146
2021-01-09 00:00:00,48247,0.494747874811117
2021-01-09 04:00:00,32077,0.4350159602033521
2021-01-09 08:00:00,24805,0.45748335712918614
2021-01-09 12:00:00,40086,0.43522709603422566
2021-01-09 16:00:00,18563,0.4556378173903712
2021-01-09 20:00:00,27529,0.4548843729870292
2021-01-10 00:00:00,24778,0.46401686919467033
2021-01-10 04:00:00,45403,0.45783476181464056
2021-01-10 08:00:00,73111,0.41154010600575297
2021-01-10 12:00:00,61410,0.4382072037282669
2021-01-10 16:00:00,37036,0.4801335567607334
2021-01-10 20:00:00,49090,0.46415732826205813
2021-01-11 00:00:00,57483,0.4463420027206322
2021-01-11 04:00:00,63013,0.49151173689499683
2021-01-11 08:00:00,31112,0.46820825877145045
2021-01-11 12:00:00,71323,0.48405056418885634
2021-01-11 16:00:00,64516,0.521405833691506
2021-01-11 20:00:00,31101,0.510258247953844
2021-01-12 00:00:00,33094,0.5062510681507364
2021-01-12 04:00:00,28601,0.44421255746925653
2021-01-12 08:00:00,29714,0.4177383631668083
2021-01-12 12:00:00,34303,0.46684247610253765
2021-01-12 16:00:00,25725,0.4532850467583391
2021-01-12 20:00:00,18488,0.5169393649501539
2021-01-13 00:00:00,19838,0.49458369295236815
2021-01-13 04:00:00,18378,0.47319699359951156
2021-01-13 08:00:00,21048,0.4682301753037411
2021-01-13 12:00:00,13304,0.4603171711880962
2021-01-13 16:00:00,24669,0.4721750444473927
2021-01-13 20:00:00,16157,0.4717486010211018
2021-01-14 00:00:00,26353,0.4951248063085822
2021-01-14 04:00:00,19476,0.4652757730946733
2021-01-14 08:00:00,28635,0.506594921530157
2021-01-14 12:00:00,31318,0.4282903888535852
2021-01-14 16:00:00,16793,0.4871005078036008
2021-01-14 20:00:00,25225,0.3884989835415578
2021-01-15 00:00:00,169211,0.4705751234434045
2021-01-15 04:00:00,91997,0.47656669676988517
2021-01-15 08:00:00,100540,0.47390160472336473
2021-01-15 12:00:00,111024,0.44804086156422984
2021-01-15 16:00:00,109982,0.47994659271860934
2021-01-15 20:00:00,77040,0.47806294700465013
2021-01-16 00:00:00,73548,0.46259598216771736
2021-01-16 04:00:00,51940,0.45713655914666484
2021-01-16 08:00:00,99879,0.4673794356619301
